"IDPIF","SUPQUEMADA","MUERTOS","HERIDOS","COMUNIDAD","PROVINCIA","COMARCA","MUNICIPIO","LATITUD","LONGITUD","FECHA","TIME_CTRL","TIME_EXT","IDGRUPOCAUSA","DESC_CAUSA","PERSONAL","PESADOS","AEREOS","GASTOS_EXT","PERDIDAS"
"2007384010","118.6400","0","3","CANARIAS","S.C. TENERIFE","LA GOMERA","ALAJERÓ","28.05508500","-17.24597200","2007-07-27","5970","7490","3","LÍNEAS ELÉCTRICAS","209","20","5","0","0"
"2007060042","118.4500","0","0","EXTREMADURA","BADAJOZ","LA SERENA","ZALAMEA DE LA SERENA","38.60562400","-5.70830700","2007-07-01","285","450","3","MOTORES Y MÁQUINAS (COSECHADORAS)","43","9","3","0","0"
"2005362669","118.1000","0","0","GALICIA","PONTEVEDRA","O CONDADO-A PARANDATA","AS NEVES","42.10378400","-8.39736200","2005-08-15","1020","1400","4","Provocados por pirómanos","71","8","6","25958","38185"
"2007320138","118.0000","0","0","GALICIA","OURENSE","VALDEORRAS-TRIVES","CARBALLEDA DE VALDEORRAS","42.31977800","-6.84826000","2007-04-12","220","320","5","CAUSA DESCONOCIDA","39","0","2","0","0"
"2007060174","118.0000","0","0","EXTREMADURA","BADAJOZ","TENTUDIA","HINOJOSA DEL VALLE","38.47529600","-6.21216700","2007-06-29","187","207","3","MOTORES Y MÁQUINAS (COSECHADORAS)","44","11","2","0","0"
"2003100218","118.0000","0","1","EXTREMADURA","CACERES","MONFRAGUE","MALPARTIDA DE PLASENCIA","40.00559600","-6.06975000","2003-07-06","190","365","5","CAUSA DESCONOCIDA","77","7","2","0","0"
"2001321046","118.0000","0","0","GALICIA","OURENSE","VERIN-VIANA","OÍMBRA","41.86497100","-7.57348900","2001-08-23","815","1250","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","57","5","9","0","0"
"2009340123","117.2100","0","0","CASTILLA Y LEON","PALENCIA","CERRATO","BALTANAS","41.90476100","-4.20929600","2009-07-16","866","1661","3","MOTORES Y MÁQUINAS (COSECHADORAS)","70","15","6","0","0"
"2003390059","117.2000","0","0","CANTABRIA","CANTABRIA","COMARCA 10","SOBA","43.19793000","-3.54678200","2003-03-10","6947","6948","5","CAUSA DESCONOCIDA","9","0","0","70","110151"
"2004290113","117.0000","0","0","ANDALUCIA","MALAGA","SERRANIA DE RONDA","IGUALEJA","36.64756200","-5.10137800","2004-07-31","3141","2301","4","Sin datos","241","11","8","101179","93286"
"2003130093","117.0000","0","0","CASTILLA-MANCHA","CIUDAD REAL","MONTES NORTE","NAVALPINO","39.25741700","-4.61765100","2003-07-23","560","650","4","Sin datos","88","14","11","0","0"
"2008200014","116.6300","0","0","EUSKADI","GUIPUZCOA","DONOSTIALDEA","DONOSTIA-SAN SEBASTIÁN","43.30754700","-2.07571900","2008-02-24","419","525","2","FUMADORES","64","8","0","0","64507"
"2007331096","116.3000","0","0","ASTURIAS","ASTURIAS","NARCEA","DEGAÑA","42.95063600","-6.56410500","2007-10-21","1078","1638","4","Sin datos","56","6","4","0","0"
"2006331732","116.2200","0","0","ASTURIAS","ASTURIAS","OVIEDO","SALAS","43.41509800","-6.24871600","2006-11-15","2518","4362","4","Otras motivaciones","90","20","4","0","25967"
"2001320672","116.2000","0","0","GALICIA","OURENSE","VERIN-VIANA","VIANA DO BOLO","42.15235400","-7.16145300","2001-07-31","590","1530","5","CAUSA DESCONOCIDA","72","5","5","0","117143"
"2010390087","116.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 9","MIERA","43.28749000","-3.71645300","2010-02-26","0","0","4","Provocados por pastores y ganaderos para regenerar el pasto","0","0","0","0","26071"
"2010330547","116.0000","0","0","ASTURIAS","ASTURIAS","NARCEA","CANGAS DEL NARCEA","43.03080200","-6.60282700","2010-03-17","1105","1146","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","12","1","1","0","0"
"2005240674","116.0000","0","0","CASTILLA Y LEON","LEON","ASTORGA","LUCILLO","42.39001000","-6.37204700","2005-08-06","1140","3120","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","59","0","3","0","0"
"2004361685","116.0000","0","0","GALICIA","PONTEVEDRA","O CONDADO-A PARANDATA","AS NEVES","42.12099600","-8.42208300","2004-06-17","705","740","4","Provocados por pirómanos","38","6","8","22410","139852"
"2003130105","116.0000","0","0","CASTILLA-MANCHA","CIUDAD REAL","CAMPO DE CALATRAVA","ALCOLEA DE CALATRAVA","38.97926000","-4.11859900","2003-08-03","575","1355","1","RAYO","37","8","0","0","0"
"2010150426","115.9800","0","0","GALICIA","A CORUÑA","FISTERRA","DUMBRÍA","43.00686000","-9.05352200","2010-08-07","693","1307","4","Sin datos","61","7","2","0","191567"
"2003250060","115.8800","0","0","CATALUÑA","LLEIDA","L URGELL","OSSÓ DE SIÓ","41.74862600","1.14846000","2003-07-01","550","3245","2","OTRAS NEGLIGENCIAS (SIN ESPECIFICAR)","233","39","6","0","0"
"2003040061","115.6900","0","0","ANDALUCIA","ALMERIA","LEVANTE ALMERIENSE","CUEVAS DEL ALMANZORA","37.35736200","-1.73277800","2003-07-08","395","1430","4","Sin datos","164","11","13","15319","26103"
"2009370304","115.5000","0","0","CASTILLA Y LEON","SALAMANCA","VITIGUDINO","CEREZAL DE PEÑAHORCADA","41.14674900","-6.65331400","2009-08-15","219","234","1","RAYO","170","6","6","0","0"
"2005270508","115.3500","0","0","GALICIA","LUGO","TERRA DE LEMOS","QUIROGA","42.38019400","-7.20189900","2005-07-20","595","1735","5","CAUSA DESCONOCIDA","7","0","1","0","0"
"2006110068","115.1000","0","0","ANDALUCIA","CADIZ","CAMPO DE GIBRALTAR","LOS BARRIOS","36.25371800","-5.52101300","2006-07-22","1737","5537","3","LÍNEAS ELÉCTRICAS","257","12","12","0","0"
"2010390153","115.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 8","VEGA DE PAS","43.15120700","-3.76463200","2010-02-23","1020","1110","4","Provocados por pastores y ganaderos para regenerar el pasto","21","0","1","552","54381"
"2006100376","115.0000","0","0","EXTREMADURA","CACERES","AMBROZ-JERTE Y TIETAR","PLASENCIA","40.07974800","-6.02142500","2006-08-29","1470","2145","5","CAUSA DESCONOCIDA","155","3","7","0","0"
"2005490490","115.0000","0","0","CASTILLA Y LEON","ZAMORA","EL PUENTE","PÍAS","42.06704900","-6.98502200","2005-05-08","330","360","4","Sin datos","14","1","0","1027","0"
"2005490102","115.0000","0","0","CASTILLA Y LEON","ZAMORA","EL PUENTE","PORTO","42.21950900","-6.84344200","2005-02-02","1260","1620","4","Provocados por pastores y ganaderos para regenerar el pasto","3","0","0","0","0"
"2005322707","115.0000","0","0","GALICIA","OURENSE","A LIMIA","BALTAR","42.43266600","-8.04739700","2005-08-07","475","590","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","50","5","6","0","0"
"2005240522","115.0000","0","0","CASTILLA Y LEON","LEON","LA BAÑEZA","CASTROCALBON","42.22715600","-6.04498100","2005-06-20","286","1455","4","Sin datos","76","8","1","0","0"
"2004490604","115.0000","0","0","CASTILLA Y LEON","ZAMORA","EL PUENTE","PORTO","42.19950900","-6.77702400","2004-11-23","1380","1500","4","Provocados por pastores y ganaderos para regenerar el pasto","2","0","0","0","0"
"2004160112","115.0000","0","0","CASTILLA-MANCHA","CUENCA","MANCHA BAJA","VILLAESCUSA DE HARO","39.56380900","-2.52910700","2004-07-29","885","1755","1","RAYO","197","15","9","33976","72224"
"2003240407","115.0000","0","0","CASTILLA Y LEON","LEON","BEMBIBRE","IGUEÑA","42.73806600","-6.26531700","2003-09-18","2766","3111","4","Provocados por venganzas","118","7","4","0","69476"
"2003240207","115.0000","0","0","CASTILLA Y LEON","LEON","TRUCHAS","BENUZA","42.38287700","-6.67131200","2003-08-01","665","715","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","32","4","4","0","0"
"2002390172","115.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 3","RIONANSA","43.22185700","-4.41931900","2002-01-26","601","661","4","Provocados por pastores y ganaderos para regenerar el pasto","16","1","0","398","240812"
"2002240338","115.0000","0","0","CASTILLA Y LEON","LEON","VILLAFRANCA","OENCIA","42.54609800","-6.99208300","2002-08-14","3109","3109","4","Sin datos","127","6","7","0","0"
"2001322765","115.0000","0","0","GALICIA","OURENSE","VALDEORRAS-TRIVES","MANZANEDA","42.31064700","-7.23928600","2001-12-15","510","615","4","Provocados por pastores y ganaderos para regenerar el pasto","13","0","0","0","0"
"2009390034","114.8500","0","0","CANTABRIA","CANTABRIA","COMARCA 9","VILLACARRIEDO","43.22412600","-3.83186300","2009-02-04","450","570","4","Provocados por pastores y ganaderos para regenerar el pasto","10","0","0","721","25901"
"2006361794","114.7000","0","0","GALICIA","PONTEVEDRA","CALDAS-O SALNES","CATOIRA","42.66381300","-8.70183500","2006-08-10","490","620","4","Provocados por pirómanos","21","4","1","13321","607395"
"2006390371","114.6700","0","0","CANTABRIA","CANTABRIA","COMARCA 4","LOS TOJOS","43.16832200","-4.25309500","2006-11-25","7080","7533","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","64","3","1","7576","44943"
"2010320640","114.5900","0","0","GALICIA","OURENSE","VALDEORRAS-TRIVES","MANZANEDA","42.28369300","-7.15909300","2010-08-11","1002","3889","4","Provocados por pastores y ganaderos para regenerar el pasto","110","5","12","0","0"
"2002480086","114.0500","0","0","EUSKADI","VIZCAYA","ENCARTACIONES","GALDAMES","43.26429900","-3.09745200","2002-02-03","0","0","4","Sin datos","68","3","0","2867","499489"
"2009240250","114.0000","0","0","CASTILLA Y LEON","LEON","VILLAFRANCA","BARJAS","42.63499900","-6.96108900","2009-03-21","577","754","4","Sin datos","27","0","3","0","0"
"2005490715","114.0000","0","0","CASTILLA Y LEON","ZAMORA","EL PUENTE","GALENDE","42.13985100","-6.72970400","2005-08-24","21780","23460","6","INCENDIO REPRODUCIDO","137","2","5","0","0"
"2003240230","114.0000","0","0","CASTILLA Y LEON","LEON","VILLAFRANCA","BALBOA","42.71721900","-6.91779800","2003-08-04","2169","2169","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","44","3","2","0","0"
"2003090125","114.0000","0","0","CASTILLA Y LEON","BURGOS","ESPINOSA DE LOS MONTEROS","VALLE DE MENA","43.11553200","-3.27014800","2003-08-13","1050","1170","4","Sin datos","87","12","6","0","22983"
"2001060318","114.0000","0","0","EXTREMADURA","BADAJOZ","TENTUDIA","AZUAGA","38.26471800","-5.64664500","2001-06-22","375","495","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","67","8","1","0","0"
"2005430075","113.9100","0","0","CATALUÑA","TARRAGONA","BAIX CAMP","LES BORGES DEL CAMP","41.19191700","1.01367500","2005-04-10","1331","3129","2","HOGUERAS","312","95","5","0","0"
"2003100107","113.8200","0","0","EXTREMADURA","CACERES","CACERES-CENTRO","CECLAVÍN","39.82758700","-6.81333400","2003-06-12","270","330","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","80","4","2","0","0"
"2002200043","113.8000","0","0","EUSKADI","GUIPUZCOA","UROLA-KOSTALDEA","AZPEITIA","43.16477700","-2.25854700","2002-02-01","765","885","5","CAUSA DESCONOCIDA","18","4","0","0","273013"
"2009240293","113.7000","0","0","CASTILLA Y LEON","LEON","VILLAFRANCA","BARJAS","42.61063300","-6.92325400","2009-03-24","1575","1575","6","INCENDIO REPRODUCIDO","49","3","4","0","0"
"2010250090","113.5000","0","0","CATALUÑA","LLEIDA","VAL D ARAN","BAUSEN","42.84346700","0.71583800","2010-03-15","3225","4575","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","27","4","0","0","0"
"2009230084","113.3000","0","0","ANDALUCIA","JAEN","SIERRA MAGINA","JÓDAR","37.81944900","-3.33274900","2009-07-26","1585","2560","2","QUEMA AGRÍCOLA (QUEMA DE RESTOS DE PODA)","150","7","8","0","0"
"2008390183","113.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 3","LAMASÓN","43.22930100","-4.49240500","2008-02-17","630","1110","4","Provocados por pastores y ganaderos para regenerar el pasto","25","0","2","2416","62885"
"2007450375","113.0000","0","0","CASTILLA-MANCHA","TOLEDO","LA MANCHA","VILLARRUBIA DE SANTIAGO","40.01798300","-3.29226400","2007-10-18","215","260","2","QUEMA PARA REG. PASTOS (QUEMAS DE HERBÁCEAS)","15","4","0","905","3277"
"2007390290","113.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 9","VILLACARRIEDO","43.22412600","-3.83186300","2007-12-22","960","1050","4","Provocados por pastores y ganaderos para regenerar el pasto","7","0","0","568","23227"
"2005390081","113.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 4","RUENTE","43.23884000","-4.23627400","2005-03-19","480","510","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","6","0","0","859","0"
"2002390091","113.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 4","CABUÉRNIGA","43.21396600","-4.30307800","2002-01-26","195","254","4","Provocados por pastores y ganaderos para regenerar el pasto","14","2","0","521","13618"
"2002060261","113.0000","0","0","EXTREMADURA","BADAJOZ","TENTUDIA","ZAFRA","38.41430600","-6.43849900","2002-08-02","1020","1080","5","CAUSA DESCONOCIDA","43","5","0","0","24000"
"2005100062","112.8500","0","0","EXTREMADURA","CACERES","AMBROZ-JERTE Y TIETAR","ARROYOMOLINOS DE LA VERA","40.05126700","-5.87195900","2005-01-18","1165","1170","5","CAUSA DESCONOCIDA","17","1","0","0","618026"
"2001361470","112.6500","0","2","GALICIA","PONTEVEDRA","CALDAS-O SALNES","VILAGARCÍA DE AROUSA","42.63476000","-8.74637000","2001-09-07","760","2705","4","Sin datos","121","0","4","0","155872"
"2009240375","112.1000","0","0","CASTILLA Y LEON","LEON","LA VECILLA-LA ROBLA","ROBLA LA","42.80920500","-5.52700000","2009-04-05","1163","1444","6","INCENDIO REPRODUCIDO","34","4","8","0","0"
"2007490247","112.0000","0","0","CASTILLA Y LEON","ZAMORA","ALCAÑICES","FIGUERUELA DE ARRIBA","41.87539100","-6.41157500","2007-11-02","418","523","4","Provocados para ahuyentar animales (lobos, jabalíes)","33","5","6","0","0"
"2006270563","112.0000","0","0","GALICIA","LUGO","TERRA DE LEMOS","CARBALLEDO","42.53635900","-7.73963500","2006-08-08","720","800","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","79","13","3","1324","19231"
"2005370346","112.0000","0","0","CASTILLA Y LEON","SALAMANCA","BEJAR","ALDEACIPRESTE","40.42068900","-5.88693900","2005-07-16","460","550","4","Sin datos","92","0","4","0","22760"
"2005323018","112.0000","0","0","GALICIA","OURENSE","VERIN-VIANA","MONTERREI","42.35799300","-7.36536300","2005-08-19","700","940","4","Vandalismo","31","2","8","0","0"
"2005322967","112.0000","0","0","GALICIA","OURENSE","VERIN-VIANA","A GUDIÑA","42.36396600","-7.52066100","2005-08-18","345","475","4","Provocados por cazadores para facilitar la caza","38","4","0","0","0"
"2001100705","112.0000","0","0","EXTREMADURA","CACERES","AMBROZ-JERTE Y TIETAR","CABEZUELA DEL VALLE","40.16889000","-5.77671100","2001-09-09","7090","7210","4","Sin datos","108","9","8","0","0"
"2010331321","111.4000","0","0","ASTURIAS","ASTURIAS","NARCEA","IBIAS","43.06862600","-6.81623300","2010-05-23","295","3075","4","Provocados por pastores y ganaderos para regenerar el pasto","27","1","2","0","895"
"2009370302","111.2000","0","0","CASTILLA Y LEON","SALAMANCA","VITIGUDINO","VILLAR DE PERALONSO","41.05880900","-6.16725600","2009-08-15","642","4751","1","RAYO","55","2","0","0","0"
"2003400040","111.0200","0","0","CASTILLA Y LEON","SEGOVIA","NAVAFRIA","SANTIUSTE DE PEDRAZA","41.07462800","-3.91064900","2003-08-05","1005","1255","1","RAYO","82","15","1","0","0"
"2002450225","111.0000","0","0","CASTILLA-MANCHA","TOLEDO","SAGRA-TOLEDO","ESCALONA","40.15233200","-4.38930900","2002-08-23","135","220","2","ESCAPE DE VERTEDERO","20","4","4","0","0"
"2010331615","110.9000","0","0","ASTURIAS","ASTURIAS","NARCEA","IBIAS","43.09006700","-6.80782900","2010-09-06","1394","1424","4","Provocados por pastores y ganaderos para regenerar el pasto","53","0","5","0","18644"
"2005290200","110.5400","0","0","ANDALUCIA","MALAGA","SERRANIA DE RONDA","EL BURGO","36.81393700","-4.95487900","2005-08-09","480","3180","2","FUMADORES","169","8","9","45559","867188"
"2001060118","110.5000","0","0","EXTREMADURA","BADAJOZ","BADAJOZ-CENTRO","BADAJOZ","38.94863700","-6.98050100","2001-07-07","230","270","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","29","5","2","0","0"
"2003110086","110.3300","0","0","ANDALUCIA","CADIZ","CAMPO DE GIBRALTAR","SAN ROQUE","36.23169500","-5.37733800","2003-08-16","438","1380","4","Sin datos","138","9","7","0","0"
"2010490094","110.2000","0","0","CASTILLA Y LEON","ZAMORA","BERMILLO DE SAYAGO","ROELOS DE SAYAGO","41.27289600","-6.16596100","2010-08-25","1030","3310","2","TRABAJOS FORESTALES","59","3","3","1484","0"
"2009330876","110.1400","0","0","ASTURIAS","ASTURIAS","NARCEA","CANGAS DEL NARCEA","43.08186600","-6.64444500","2009-03-20","564","844","4","Provocados por pastores y ganaderos para regenerar el pasto","15","1","2","0","0"
"2010240015","110.0000","0","0","CASTILLA Y LEON","LEON","VILLAFRANCA","OENCIA","42.56847900","-6.96989300","2010-03-16","1560","1740","4","Sin datos","12","1","0","0","0"
"2009100557","110.0000","0","0","EXTREMADURA","CACERES","AMBROZ-JERTE Y TIETAR","CABEZUELA DEL VALLE","40.22903400","-5.84237100","2009-09-12","1792","5902","1","RAYO","83","3","9","0","0"
"2006151000","110.0000","0","0","GALICIA","A CORUÑA","BARBANZA","A BAÑA","42.98559800","-8.71437800","2006-07-17","855","1755","4","Sin datos","43","9","0","0","235527"
"2006050029","110.0000","0","0","CASTILLA Y LEON","AVILA","EL TIEMBLO","TIEMBLO EL","40.43129500","-4.54460100","2006-06-06","720","1680","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","86","13","6","0","0"
"2005240758","110.0000","0","0","CASTILLA Y LEON","LEON","VILLABLINO-HUERGAS DE BABIA","CABRILLANES","42.92881900","-6.15245000","2005-08-29","4418","5924","4","Sin datos","193","0","8","0","0"
"2005240711","110.0000","0","0","CASTILLA Y LEON","LEON","CANALES-LA MAGDALENA","MURIAS DE PAREDES","42.83703500","-6.19152800","2005-08-16","4184","7244","1","RAYO","92","7","7","0","0"
"2004490553","110.0000","0","0","CASTILLA Y LEON","ZAMORA","BERMILLO DE SAYAGO","FERMOSELLE","41.28130200","-6.33369400","2004-10-04","2220","4320","4","Sin datos","44","2","5","0","0"
"2004330229","110.0000","0","0","ASTURIAS","ASTURIAS","NARCEA","TINEO","43.33933400","-6.48244900","2004-02-05","1845","1860","5","CAUSA DESCONOCIDA","10","0","1","0","0"
"2004270223","110.0000","0","0","GALICIA","LUGO","LUGO-SARRIA","ANTAS DE ULLA","42.75762500","-7.92052100","2004-03-27","510","555","4","Sin datos","16","2","0","27","0"
"2003321178","110.0000","0","0","GALICIA","OURENSE","O RIBEIRO-ARENTEIRO","SAN CRISTOVO DE CEA","42.49938100","-7.95140800","2003-08-08","790","3265","4","Sin datos","126","23","18","0","441324"
"2003270825","110.0000","0","0","GALICIA","LUGO","FONSAGRADA-OS ANCARES","BALEIRA","43.02747800","-7.19562200","2003-08-12","2150","6490","1","RAYO","17","7","8","0","13809"
"2003240242","110.0000","0","0","CASTILLA Y LEON","LEON","BEMBIBRE","IGUEÑA","42.73806600","-6.26531700","2003-08-05","1590","3045","1","RAYO","30","0","1","0","12941"
"2003090014","110.0000","0","0","CASTILLA Y LEON","BURGOS","ESPINOSA DE LOS MONTEROS","ESPINOSA DE LOS MONTEROS","43.11429100","-3.59763600","2003-03-20","420","450","4","Provocados por pastores y ganaderos para regenerar el pasto","18","1","1","0","11522"
"2002100236","110.0000","0","0","EXTREMADURA","CACERES","HURDES","NUÑOMORAL","40.40769200","-6.25261600","2002-07-15","1010","1655","4","Sin datos","78","0","5","0","117936"
"2001490222","110.0000","0","0","CASTILLA Y LEON","ZAMORA","ALCAÑICES","VILLALCAMPO","41.52837300","-6.05449400","2001-09-06","495","615","4","Sin datos","35","2","1","0","0"
"2001321723","110.0000","0","0","GALICIA","OURENSE","VERIN-VIANA","VILARDEVÓS","41.89182800","-7.37678800","2001-09-13","800","1145","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","52","5","5","0","0"
"2001240522","110.0000","0","0","CASTILLA Y LEON","LEON","LA VECILLA-LA ROBLA","POLA DE GORDON LA","42.87603900","-5.69006300","2001-09-16","3300","3360","4","Sin datos","47","2","2","4141","1638741"
"2001240447","110.0000","0","0","CASTILLA Y LEON","LEON","ASTORGA","LUCILLO","42.39001000","-6.37204700","2001-09-08","315","525","4","Sin datos","71","3","1","4550","0"
"2009260098","109.7200","0","0","LA RIOJA","LA RIOJA","OJA","EZCARAY","42.25298500","-3.03342300","2009-10-05","805","2755","4","Provocados por pastores y ganaderos para regenerar el pasto","179","11","8","226095","3535"
"2005152614","109.5600","0","0","GALICIA","A CORUÑA","BERGANTIÑOS-MARIÑAS COR","CURTIS","43.15978900","-7.98029600","2005-10-09","1065","1135","4","Sin datos","32","5","0","0","0"
"2003390173","109.5400","0","0","CANTABRIA","CANTABRIA","COMARCA 9","VILLAFUFRE","43.26507200","-3.88330900","2003-09-19","3660","4440","5","CAUSA DESCONOCIDA","82","7","1","25282","221202"
"2001100643","109.5300","0","0","EXTREMADURA","CACERES","AMBROZ-JERTE Y TIETAR","CUACOS DE YUSTE","40.05578200","-5.65641200","2001-08-15","390","605","4","Provocados por cazadores para facilitar la caza","51","2","6","0","0"
"2001410137","109.5000","0","0","ANDALUCIA","SEVILLA","SIERRA NORTE","LA PUEBLA DE LOS INFANTES","37.75845200","-5.47036600","2001-08-07","790","1142","2","OTRAS NEGLIGENCIAS (SIN ESPECIFICAR)","99","24","6","3005","2374"
"2010240173","109.4000","0","0","CASTILLA Y LEON","LEON","VILLABLINO-HUERGAS DE BABIA","PALACIOS DEL SIL","42.87238700","-6.45667200","2010-08-21","1210","2830","4","Sin datos","146","3","12","0","0"
"2010321339","109.0000","0","0","GALICIA","OURENSE","VALDEORRAS-TRIVES","MANZANEDA","42.28551900","-7.15110800","2010-10-02","508","596","4","Otras motivaciones","41","4","6","0","0"
"2004060556","109.0000","0","0","EXTREMADURA","BADAJOZ","TENTUDIA","FUENTE DE CANTOS","38.27056100","-6.21656600","2004-09-19","200","245","2","QUEMA AGRÍCOLA (SIN ESPECIFICAR)","24","2","1","0","846"
"2003240056","109.0000","0","0","CASTILLA Y LEON","LEON","VILLAFRANCA","CORULLON","42.57630200","-6.85434800","2003-04-03","384","425","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","15","1","0","0","0"
"2002290161","109.0000","0","1","ANDALUCIA","MALAGA","SERRANIA DE RONDA","JIMERA DE LÍBAR","36.66755800","-5.27796700","2002-07-26","421","1231","3","LÍNEAS ELÉCTRICAS","91","5","10","1106","183254"
"2005151807","108.8000","0","0","GALICIA","A CORUÑA","FERROL","FERROL","43.50186700","-8.28793200","2005-08-15","920","1580","4","Sin datos","27","4","0","0","0"
"2007390051","108.7000","0","0","CANTABRIA","CANTABRIA","COMARCA 4","CABUÉRNIGA","43.21396600","-4.30307800","2007-02-16","630","910","4","Provocados por pastores y ganaderos para regenerar el pasto","40","0","1","1412","28171"
"2006290086","108.6800","0","0","ANDALUCIA","MALAGA","ANTEQUERA","ANTEQUERA","36.92251700","-4.48731700","2006-07-28","400","1270","3","LÍNEAS ELÉCTRICAS","149","8","11","86898","1307"
"2003240270","108.5000","0","0","CASTILLA Y LEON","LEON","PONFERRADA","PONFERRADA","42.49903600","-6.56292500","2003-08-08","1268","1868","4","Sin datos","59","9","7","0","113057"
"2005150482","108.3300","0","0","GALICIA","A CORUÑA","FERROL","AS PONTES DE GARCIA RODRIGUEZ","43.49611400","-7.79241600","2005-03-19","860","1690","4","Otras motivaciones","26","8","2","0","0"
"2009490207","108.0000","0","0","CASTILLA Y LEON","ZAMORA","EL PUENTE","PORTO","42.15981700","-6.84483500","2009-03-20","1500","1530","4","Provocados por pastores y ganaderos para regenerar el pasto","17","0","2","0","0"
"2006490230","108.0000","0","0","CASTILLA Y LEON","ZAMORA","TABARA","VEGALATRAVE","41.71207800","-6.10196700","2006-08-31","283","1900","4","Sin datos","60","5","9","0","0"
"2005490582","108.0000","0","0","CASTILLA Y LEON","ZAMORA","BENAVENTE","AYOO DE VIDRIALES","42.11861500","-6.05015400","2005-06-24","371","1675","4","Sin datos","37","6","3","9336","0"
"2008320966","107.7500","0","0","GALICIA","OURENSE","VALDEORRAS-TRIVES","A VEIGA","42.21742400","-6.99295500","2008-07-25","761","4060","4","Sin datos","29","8","6","0","21500"
"2009330007","107.0000","0","0","ASTURIAS","ASTURIAS","ORIENTE","PARRES","43.41800800","-5.11351600","2009-03-17","0","0","4","Provocados por pastores y ganaderos para regenerar el pasto","24","2","3","0","6825"
"2009240288","107.0000","0","0","CASTILLA Y LEON","LEON","BEMBIBRE","IGUEÑA","42.76703400","-6.30511600","2009-02-21","0","0","2","QUEMA DE MATORRAL (SIN ESPECIFICAR)","0","0","0","0","0"
"2004322624","107.0000","0","0","GALICIA","OURENSE","A LIMIA","BANDE","42.02992800","-7.89567900","2004-08-02","740","1155","4","Sin datos","66","5","4","0","72478"
"2004241107","107.0000","0","0","CASTILLA Y LEON","LEON","VILLAFRANCA","VILLAFRANCA DEL BIERZO","42.70185700","-6.80745100","2004-02-10","1290","1350","4","Sin datos","32","0","0","0","0"
"2002323370","107.0000","0","0","GALICIA","OURENSE","MIÑO-ARNOIA","ALLARIZ","42.23089600","-7.85534200","2002-08-30","1025","1570","4","Sin datos","56","3","0","0","42294"
"2002322665","107.0000","0","0","GALICIA","OURENSE","VERIN-VIANA","MONTERREI","41.97534800","-7.51262400","2002-08-15","595","660","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","12","1","2","0","2754"
"2006360207","106.9400","0","0","GALICIA","PONTEVEDRA","O CONDADO-A PARANDATA","CRECENTE","42.22036300","-8.21966800","2006-02-13","970","1050","4","Provocados por pirómanos","58","8","0","12641","153254"
"2008330747","106.4000","0","0","ASTURIAS","ASTURIAS","NALON","SOBRESCOBIO","43.21818400","-5.47069200","2008-02-17","0","0","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","22","0","2","0","0"
"2006361806","106.4000","0","0","GALICIA","PONTEVEDRA","O CONDADO-A PARANDATA","CRECENTE","42.16320200","-8.24283900","2006-08-10","345","735","4","Provocados por pirómanos","26","4","0","5605","346596"
"2009160230","106.1600","0","0","CASTILLA-MANCHA","CUENCA","MANCHA ALTA","ZAFRA DE ZÁNCARA","39.87941900","-2.54295300","2009-07-29","260","1325","2","QUEMA DE BASURA","64","5","6","54184","0"
"2002240070","106.0500","0","0","CASTILLA Y LEON","LEON","ASTORGA","MAGAZ DE CEPEDA","42.57011000","-6.10766300","2002-03-10","360","370","4","Sin datos","17","3","0","0","7891"
"2010390165","106.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 9","SAN ROQUE DE RIOMIERA","43.22013000","-3.71720300","2010-03-15","0","0","5","CAUSA DESCONOCIDA","0","0","0","0","16814"
"2009321656","106.0000","0","0","GALICIA","OURENSE","O RIBEIRO-ARENTEIRO","AVIÓN","42.33103100","-8.24398500","2009-09-28","1394","1758","4","Otras motivaciones","79","1","8","0","0"
